"idencuesta","c01","c02","c03","c04","c05_01","c05_02","c05_03","c05_04","c05_05","c05_06","c05_07","c05_08","c06_01","c06_02","c06_03","c06_04","c06_05","c06_06","c11","c13","c14_01","c14_02","d05_02","d05_04","m0_sexo","m0_edad","m01","m35"
13113032,2,2,1,2,3,1,4,2,1,3,1,3,1,1,1,3,,3,2,1,1,3,5,5,2,39,6,2
13113034,3,2,2,1,2,2,5,3,3,3,2,3,1,1,1,4,4,2,1,1,1,5,4,5,2,20,5,2
13113036,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,3,3,2,2,2,2,4,5,2,43,3,2
13113037,3,3,3,3,4,3,5,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,4,5,1,47,3,1
13113038,4,,3,3,5,5,5,5,5,5,5,5,1,4,4,4,4,3,2,3,1,1,5,5,1,50,5,2
13114021,4,1,2,2,2,1,5,3,3,3,2,2,2,2,2,4,4,4,2,2,3,4,5,5,2,45,9,5
13114023,3,2,2,2,1,1,4,2,1,2,2,1,2,2,2,4,3,2,2,2,3,3,4,3,2,25,9,4
13114024,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,1,4,4,1,32,9,3
13114042,2,2,2,1,2,1,3,3,2,2,2,1,1,1,1,3,3,3,2,2,3,3,4,4,2,22,8,4
13114043,2,2,2,2,1,1,4,1,1,2,1,1,1,1,1,1,2,2,1,1,3,3,5,5,1,72,10,3
13114044,2,2,2,1,1,1,4,1,1,3,1,1,3,1,1,1,2,3,2,2,2,3,5,4,2,73,9,4
13114051,2,2,2,1,1,1,2,2,2,2,2,3,1,1,1,3,3,3,2,1,2,2,4,4,2,70,5,2
13114058,2,2,2,1,2,1,2,3,1,1,2,3,1,2,3,5,5,5,2,5,5,5,5,5,2,38,8,3
13114061,2,3,2,1,2,1,2,3,2,1,2,2,1,1,1,3,3,3,2,3,3,3,4,4,1,24,8,3
13114072,4,2,2,1,2,2,4,1,2,,1,2,2,2,1,2,2,3,2,4,5,4,5,5,1,78,10,3
13114081,3,2,2,1,1,3,4,2,2,3,2,1,1,3,3,3,3,4,2,3,3,3,3,3,2,35,9,3
13114082,2,2,2,1,1,1,4,1,2,2,2,1,1,1,1,4,3,3,2,2,4,4,4,4,2,51,9,3
13114111,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,4,4,2,50,9,3
13114113,2,3,2,3,2,2,4,1,2,3,2,2,3,3,1,4,2,2,2,2,3,3,4,4,2,41,9,4
13114114,2,2,2,1,2,1,4,1,2,2,2,2,1,1,1,4,4,2,2,4,4,4,5,4,1,68,10,3
13115022,2,1,3,2,2,1,4,1,3,3,3,2,3,2,1,,4,3,2,5,5,5,5,5,2,51,9,4
13115033,1,2,2,1,1,1,2,1,3,4,3,1,3,3,1,4,4,4,2,3,5,5,4,4,2,38,9,4
13115034,1,2,2,3,1,1,4,1,1,4,1,1,4,2,1,5,5,2,2,1,3,5,5,4,1,50,10,5
13115035,5,2,1,1,2,3,4,2,3,5,3,2,4,3,1,4,2,3,1,4,3,5,3,5,2,40,10,4
13116012,3,1,1,2,2,1,3,2,1,1,1,2,1,1,1,1,1,1,2,1,3,4,5,3,2,60,4,2
13116013,2,3,2,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,3,3,5,3,2,44,4,3
13116014,3,1,2,2,1,1,3,2,1,1,1,2,1,1,1,1,5,3,2,1,2,3,3,5,2,38,4,3
13116015,3,2,2,2,3,2,4,2,2,1,1,4,1,2,3,4,4,3,2,3,3,3,4,5,2,47,4,3
13116018,2,2,2,1,2,1,3,1,1,2,1,3,1,1,1,3,5,5,1,1,3,3,4,5,2,34,5,2
13116021,5,2,1,2,3,1,3,3,3,3,1,4,1,1,2,3,4,2,2,2,3,4,3,4,2,66,2,3
13116024,4,3,2,1,2,1,3,1,2,2,1,3,1,1,1,2,2,1,1,1,1,3,4,4,2,32,3,2
13116025,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,2,1,1,2,3,4,4,2,62,2,1
13116026,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,1,1,3,4,1,4,1,24,5,2
13116031,4,3,1,2,5,1,3,3,1,3,1,5,1,1,3,3,4,3,2,1,3,3,5,3,1,73,4,1
13117012,1,2,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,5,2,23,8,2
13117013,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,1,3,3,4,3,1,37,5,1
13117014,1,2,2,1,1,1,3,1,1,3,1,1,1,1,1,3,5,5,1,1,3,5,4,5,1,46,5,1
13117015,1,2,2,3,1,1,4,1,1,1,1,1,1,1,1,4,4,2,2,1,3,5,3,3,2,37,5,3
13117017,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,2,1,2,3,5,5,2,28,9,3
13117022,1,2,2,1,1,1,4,4,2,3,1,1,3,1,1,4,4,4,1,1,1,2,5,4,2,60,5,2
13117031,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,3,3,1,2,1,1,1,5,5,1,24,5,2
13117036,5,3,2,2,5,2,5,4,1,4,1,5,1,4,5,2,4,4,2,5,4,5,4,5,1,66,7,4
13117037,5,2,2,2,3,1,4,,4,1,1,4,,,,2,4,5,1,1,3,2,5,5,1,38,5,1
13118011,3,1,2,2,3,2,4,4,4,4,3,3,,,,4,5,4,2,1,3,5,5,5,1,40,8,3
13118016,3,2,,3,3,1,4,3,3,2,2,4,2,2,2,,,,2,2,2,2,4,4,1,59,2,1
13118017,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,2,45,5,2
13118021,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,1,63,2,2
13118022,3,3,2,1,3,1,3,4,1,3,3,2,,,,4,4,4,2,1,2,3,4,4,2,60,5,1
13118023,3,3,2,1,2,1,3,4,5,2,,5,2,1,2,,3,2,2,3,3,3,4,5,2,61,5,1
13118024,2,2,2,3,2,1,3,3,3,2,2,3,2,2,2,,,,1,1,1,1,3,4,2,25,2,1
13118025,3,2,1,2,2,1,4,4,2,4,2,1,3,2,1,4,4,4,1,1,1,5,4,4,2,73,4,1
13118026,2,2,2,1,1,2,4,3,4,1,2,1,1,1,2,3,2,2,1,2,2,2,4,2,2,27,8,3
13118027,2,2,2,1,2,2,4,3,3,2,2,3,1,1,1,1,3,3,2,2,3,3,4,4,2,75,2,1
13118031,3,1,2,2,3,2,4,5,3,2,3,4,1,3,4,5,5,5,2,5,5,5,5,5,1,48,9,4
13118032,2,2,2,1,3,1,2,1,1,2,1,1,1,1,1,2,3,2,2,1,2,2,4,2,2,67,8,2
13118033,1,2,2,1,1,2,5,1,1,3,1,4,5,2,1,2,2,2,2,5,5,5,5,4,2,41,9,4
13118034,1,2,2,2,1,1,4,2,1,3,2,2,2,1,1,3,3,2,2,2,3,5,4,5,2,72,10,4
13118037,2,1,2,1,1,1,3,,1,3,2,1,3,3,3,5,3,3,3,1,2,2,4,3,1,19,5,4
13118041,2,2,1,1,2,1,2,2,2,3,,2,1,1,1,4,4,3,1,1,1,1,4,3,1,44,7,
13118042,3,2,2,2,2,1,2,3,2,1,3,3,2,2,1,3,3,3,2,1,3,4,4,1,2,74,7,3
13118043,1,2,2,1,1,1,4,1,1,3,1,1,1,1,1,4,3,3,2,1,2,3,4,4,2,40,7,2
13118045,2,2,2,1,2,1,5,3,3,3,2,4,2,2,2,3,5,3,2,2,2,4,5,5,1,44,5,3
13119011,3,2,1,2,3,1,2,2,2,2,1,2,1,1,2,3,3,2,2,3,4,4,5,3,2,61,4,3
13119012,1,2,2,3,1,1,4,2,1,1,1,1,1,1,1,1,3,2,2,1,4,4,2,3,2,58,5,2
13119013,3,2,2,1,3,1,5,3,4,4,,5,1,1,1,4,4,2,2,3,4,4,5,5,1,70,5,2
13119017,3,2,2,1,3,3,4,2,1,4,3,2,4,3,1,4,4,4,2,1,1,1,5,4,1,65,5,2
13119022,3,3,3,3,1,1,5,4,1,2,1,1,2,1,1,4,5,4,2,1,3,4,5,5,2,56,4,2
13119023,4,2,3,1,2,2,3,4,1,3,2,2,1,1,1,4,4,4,2,3,3,4,4,5,2,29,9,2
13119025,1,2,2,3,3,1,4,3,4,3,2,5,3,2,1,1,3,2,1,2,3,4,4,4,1,52,7,2
13119027,1,1,2,2,1,1,1,4,2,1,1,1,1,1,2,4,4,4,2,3,3,5,3,3,1,36,9,2
13119028,3,2,2,2,2,1,2,4,3,2,1,2,1,1,1,1,4,1,1,1,2,3,5,5,2,51,7,3
13119031,3,2,3,1,3,3,4,3,3,4,3,3,3,3,3,1,3,3,1,1,2,4,5,4,2,35,5,3
13119034,3,2,2,1,2,2,3,3,3,2,2,3,1,1,1,,,,2,2,1,3,4,4,1,60,3,1
13119041,1,2,2,1,1,1,3,1,3,3,3,1,1,1,1,5,4,1,1,1,1,1,5,5,2,27,5,2
13119042,1,2,2,1,3,1,3,1,3,,1,1,,,,4,2,1,2,1,4,4,5,5,2,48,3,2
13119043,4,2,2,1,5,,5,,5,,,5,,,,5,5,3,2,1,1,1,5,5,2,69,2,1
13119045,3,2,2,1,2,2,3,2,2,3,2,2,1,1,2,1,4,2,1,2,1,5,5,5,2,42,4,1
13119051,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,3,4,5,2,1,46,7,1
13119053,3,3,3,3,4,3,3,3,3,3,3,3,1,1,1,,,4,1,1,1,1,4,4,2,25,3,1
13119054,1,2,2,1,1,1,2,3,1,3,1,3,,,,4,4,3,2,1,1,1,4,3,1,51,5,1
13119055,5,,3,2,2,2,3,3,2,2,3,3,1,5,3,3,2,3,1,1,1,1,1,1,1,26,5,1
13119056,1,2,2,1,1,1,1,1,1,2,1,3,1,1,1,5,3,2,1,1,1,2,5,5,1,20,5,4
13119057,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,62,1,1
13119062,3,1,1,1,3,1,4,1,2,,,3,1,1,1,2,3,3,2,2,2,2,4,5,1,33,3,2
13119064,2,2,2,1,1,1,3,2,1,3,1,1,1,1,1,3,3,3,2,3,2,4,5,4,2,30,9,3
13119066,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,47,7,3
13119071,5,2,1,2,4,3,4,2,2,2,2,5,1,3,2,1,3,1,2,4,4,4,4,4,2,45,7,2
13119083,1,2,2,1,3,3,3,1,1,1,1,3,1,3,3,3,4,3,1,1,1,4,5,4,2,41,7,3
13119084,5,1,1,2,2,1,3,1,2,4,2,2,2,2,2,4,4,3,2,3,4,5,4,2,2,48,5,2
13119093,3,2,2,2,3,1,4,2,1,2,1,3,1,1,1,3,2,3,1,1,3,3,5,3,1,64,7,4
13119101,2,3,2,3,3,1,3,1,1,1,1,3,1,3,1,1,1,1,2,2,1,5,4,2,2,73,5,1
13119102,3,2,3,3,3,1,4,4,1,1,1,3,1,1,1,4,5,3,1,1,1,4,4,4,2,49,5,3
13119105,2,3,3,3,2,1,5,3,2,1,2,2,1,2,2,3,3,3,1,1,2,2,4,5,2,62,5,2
13119107,1,2,2,1,1,1,3,3,1,1,1,1,3,1,1,3,3,3,1,1,3,3,5,5,2,40,5,2
13119111,3,3,2,3,2,1,5,5,1,1,1,1,1,1,1,3,4,3,2,2,4,2,4,4,2,51,3,2
13119112,2,3,3,3,1,1,1,3,1,3,1,1,1,1,1,4,3,3,1,1,1,3,4,3,2,23,5,1
13119113,3,2,1,2,1,1,3,5,2,3,3,3,1,3,4,3,3,1,2,3,3,3,4,4,2,47,5,1
13119114,2,3,2,3,1,1,3,2,3,2,2,2,2,2,2,2,3,2,2,2,1,4,4,5,2,32,5,2
13119115,3,3,1,2,3,2,3,3,2,2,2,3,1,3,2,3,2,3,2,1,1,4,4,4,2,52,2,2
13119117,3,2,2,1,1,1,1,1,1,3,1,1,1,1,1,5,4,4,1,1,1,2,4,4,2,21,4,1
13119122,2,2,1,1,1,1,4,4,3,3,2,1,1,1,1,4,4,3,2,2,1,3,4,4,2,24,8,3
13119123,4,3,3,3,3,3,4,3,4,3,3,3,1,1,3,3,4,3,2,2,2,3,4,4,1,57,5,2
13119124,3,2,3,2,3,3,4,3,3,3,3,4,3,3,3,2,5,1,1,3,2,2,4,4,1,30,5,1
13119125,2,2,2,1,1,1,4,4,2,1,1,2,1,1,1,2,3,3,1,3,4,4,4,4,2,50,4,2
13119131,2,2,2,1,1,1,2,1,2,2,2,2,,,,,,,1,1,1,1,5,5,2,33,7,2
13119132,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,28,5,1
13119135,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,1,36,3,1
13119136,2,2,2,1,1,1,4,3,2,2,2,2,2,2,2,4,5,5,1,4,3,5,5,5,2,22,8,3
13119137,2,3,2,1,3,2,4,2,2,4,3,3,,,,5,3,3,1,1,3,3,5,5,1,38,5,2
13119141,2,3,3,3,2,1,4,2,2,2,1,2,1,1,1,2,4,2,2,1,1,3,4,4,2,61,4,1
13119142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,55,3,1
13119144,4,2,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,4,3,2,46,3,2
13119145,2,3,3,3,3,3,3,2,3,3,2,2,2,2,2,4,3,2,2,2,2,3,4,3,1,21,7,1
13119146,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,2,1,3,4,5,1,55,5,3
13119152,1,2,2,1,2,1,4,3,1,2,2,1,1,1,1,3,3,2,1,1,1,3,5,5,1,46,4,2
13119153,1,1,2,1,1,2,1,5,1,1,1,1,1,1,1,5,5,5,1,3,3,3,5,5,2,30,9,3
13119154,2,2,2,2,2,1,4,1,1,2,1,2,1,1,1,3,2,2,2,1,3,5,4,4,2,49,7,1
13119156,2,2,2,1,1,1,4,3,3,3,2,3,1,1,1,4,4,4,1,1,2,4,5,5,2,33,9,4
13119161,1,3,3,3,1,1,4,1,2,3,1,1,1,1,1,3,4,4,2,4,4,5,4,4,2,35,7,2
13119165,3,3,3,3,2,1,3,1,2,2,2,2,1,1,1,1,2,2,2,2,3,3,4,5,1,59,7,3
13119167,1,2,2,1,1,1,4,2,1,2,1,1,1,1,1,,4,4,2,4,3,4,5,5,1,36,7,3
13120013,1,2,2,2,1,2,1,5,2,1,2,1,1,1,3,5,5,4,1,5,5,5,5,2,2,23,6,3
13120022,1,1,1,2,2,1,2,4,1,2,1,2,1,1,1,5,5,5,2,3,2,4,4,3,2,42,9,2
13120024,4,2,2,2,3,2,3,4,3,2,2,3,1,1,4,5,5,4,2,4,4,4,4,4,2,52,5,4
13120041,3,2,1,1,1,1,4,2,1,3,3,4,1,1,2,4,1,1,2,2,3,5,4,4,2,67,9,3
13120042,2,2,2,1,1,1,3,3,2,2,1,1,1,1,1,2,2,2,2,1,3,3,5,5,2,70,5,3
13120044,1,2,2,3,1,2,3,3,2,5,3,,1,1,1,1,1,1,2,2,3,4,5,3,2,53,7,2
13120046,1,1,1,2,1,1,5,2,5,1,1,2,1,1,1,5,5,5,2,1,4,5,5,5,1,63,10,5
13120062,2,2,2,2,2,2,3,3,1,4,2,5,1,1,1,4,4,2,2,1,2,1,5,5,2,66,4,3
13120064,2,2,2,3,2,2,3,3,3,2,2,2,1,1,1,3,3,3,2,2,1,1,3,5,1,21,8,2
13120065,3,2,2,3,3,2,5,3,3,3,3,2,3,3,2,2,2,2,1,3,3,4,4,4,2,36,7,1
13120072,2,1,2,1,3,1,2,1,2,3,2,3,2,1,2,2,3,2,3,2,3,5,5,4,2,57,7,3
13120073,1,1,2,2,2,2,4,2,4,2,2,2,1,1,5,3,5,3,2,5,3,5,5,4,1,41,9,4
13120074,1,2,2,1,1,1,5,,1,2,1,1,1,1,1,5,3,3,2,4,3,5,5,4,2,71,9,3
13120075,1,2,2,1,1,1,5,3,2,4,2,1,,,,1,4,2,2,1,1,5,5,5,1,56,5,1
13120077,4,1,2,2,3,3,4,3,4,2,4,4,2,4,3,3,4,4,2,4,4,4,4,5,1,50,10,4
13120087,2,2,2,2,3,3,4,3,3,3,3,3,2,2,2,3,3,3,2,3,3,4,4,4,2,75,9,4
13120091,1,2,2,1,1,1,4,1,1,3,1,1,3,1,1,2,2,3,2,3,4,5,5,5,2,75,10,4
13121013,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,4,3,4,2,1,1,2,4,4,2,30,5,3
13121021,2,2,1,1,1,1,4,3,3,3,2,3,2,2,2,2,2,2,1,2,2,3,4,4,1,23,7,2
13121022,1,3,2,1,1,1,4,3,3,3,2,1,2,1,1,3,4,4,1,3,5,5,4,4,1,42,9,3
13121024,1,2,2,1,1,1,2,2,2,4,2,2,2,2,2,2,4,2,1,1,3,5,4,4,2,33,9,1
13121025,1,2,2,1,1,1,2,4,3,4,1,1,1,2,1,2,3,2,2,1,1,4,4,4,1,37,5,1
13121026,1,3,3,3,2,2,4,3,2,3,2,1,1,1,1,4,1,4,2,1,1,2,4,5,2,25,9,3
13121027,2,2,2,1,2,2,2,2,1,3,1,1,1,2,2,2,3,2,2,1,2,5,5,4,2,58,7,4
13121031,2,2,2,1,2,1,4,2,3,2,2,2,1,1,1,1,3,1,2,1,1,3,4,5,1,52,2,1
13121034,1,2,2,1,1,1,3,4,1,3,1,1,3,4,4,3,4,4,2,1,1,3,4,5,2,63,5,3
13121035,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,4,4,5,2,2,3,5,5,4,2,57,9,4
13121036,3,2,2,1,2,2,4,1,3,3,1,2,1,1,1,3,3,3,1,1,1,3,5,4,2,31,5,3
13121037,3,2,2,1,2,1,5,4,3,3,,3,1,1,1,4,4,3,2,1,1,1,4,5,2,54,4,1
13122011,2,2,2,1,2,1,3,2,2,3,2,3,1,2,2,1,3,3,3,2,3,3,4,4,1,21,5,2
13122014,3,2,2,1,3,1,3,2,3,2,2,2,1,1,1,3,3,2,1,1,2,2,4,5,2,26,5,3
13122016,4,2,1,2,3,2,4,,2,,,3,,,,1,1,3,2,1,1,5,5,5,2,57,3,3
13122017,3,2,2,1,3,3,2,1,1,2,2,3,2,2,2,1,5,2,2,1,3,3,5,5,2,44,5,2
13122022,1,2,2,1,1,3,5,2,5,4,2,1,3,2,1,2,2,2,1,1,1,1,4,4,1,43,9,3
13122025,3,2,2,1,3,2,4,3,2,3,3,2,3,2,3,4,4,3,1,3,3,3,4,5,2,18,5,3
13122041,2,2,2,1,2,2,4,1,2,2,2,2,1,1,1,2,4,3,2,2,2,5,5,4,1,44,7,3
13122042,2,2,2,1,2,2,4,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,4,4,1,75,4,4
13122043,2,2,2,2,2,1,3,2,3,2,3,2,1,1,2,5,5,3,2,2,3,2,4,4,2,53,2,2
13122044,2,2,2,1,2,1,3,1,1,2,1,1,1,1,1,2,3,2,2,1,2,2,4,4,2,52,4,2
13122046,1,2,2,1,3,3,4,4,4,2,3,4,2,2,2,3,1,1,2,1,1,5,5,1,2,54,2,1
13122051,2,2,1,2,1,1,3,1,1,1,1,1,1,1,1,3,3,3,2,4,3,4,4,4,2,51,5,2
13122052,2,2,1,1,2,1,3,2,2,3,3,1,1,2,1,3,4,3,1,2,1,2,4,4,2,42,4,2
13122053,1,2,2,1,2,1,5,3,3,2,3,2,4,3,1,2,2,2,2,1,1,2,4,4,1,52,5,3
13122056,1,2,2,1,1,2,2,2,1,4,1,1,3,1,1,1,1,1,2,1,1,5,5,4,1,75,2,1
13122061,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,2,73,1,1
13122064,2,2,1,1,3,3,4,3,5,2,3,3,2,2,2,4,5,3,1,3,1,4,5,5,1,28,4,1
13122065,2,2,2,3,2,2,2,,3,3,3,3,2,2,2,2,2,2,2,1,1,1,3,4,2,48,5,1
13122066,4,2,2,1,2,2,1,,1,,2,2,1,1,1,1,,,2,1,1,4,5,5,2,43,5,4
13122071,1,2,1,3,1,1,4,1,1,2,2,2,2,2,2,3,4,4,1,1,2,3,4,4,1,45,5,2
13122072,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,4,4,2,2,1,2,4,4,4,2,65,4,3
13122073,2,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,4,4,1,22,5,1
13122074,2,2,2,3,2,2,4,1,1,1,1,2,1,1,1,3,3,4,2,1,2,4,4,4,2,57,3,3
13122075,2,2,2,2,2,3,4,,3,4,4,4,3,3,4,4,5,5,1,1,1,1,1,1,2,20,1,1
13122076,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,2,1,1,2,5,5,1,52,2,3
13122077,4,2,2,1,1,1,4,1,1,1,1,3,2,2,2,2,2,2,2,1,1,1,5,5,1,23,2,1
13123013,2,2,2,1,1,3,4,2,2,3,3,3,3,3,1,4,1,1,3,4,4,4,4,5,2,18,8,1
13123014,2,1,2,1,2,2,5,4,3,3,3,3,2,2,2,5,5,4,2,1,2,4,5,5,1,30,9,3
13123015,1,2,2,1,3,1,3,1,2,4,1,3,3,4,1,1,4,4,2,1,1,5,4,4,2,54,5,3
13123016,3,1,1,2,1,1,4,2,1,3,2,2,1,1,1,5,4,4,1,2,4,5,5,3,1,34,9,3
13123021,4,2,2,2,4,2,4,,3,4,3,4,2,3,1,4,3,4,2,3,4,4,5,4,1,53,9,2
13123023,5,1,2,2,3,1,4,2,2,4,2,3,1,3,3,5,5,5,1,5,5,5,5,3,1,42,9,6
13123026,1,2,2,1,2,1,4,2,2,2,1,2,2,2,2,4,4,4,2,1,2,5,4,4,2,37,7,3
13123027,2,2,2,1,2,1,2,3,2,2,1,1,1,1,1,4,4,3,1,2,3,5,4,4,2,40,7,3
13123028,1,2,2,1,1,1,4,4,1,3,4,1,1,1,1,3,3,2,2,1,1,3,4,4,2,57,7,3
13123029,2,2,2,1,1,1,3,4,1,3,1,1,1,1,1,5,5,5,1,3,3,4,5,4,2,19,8,4
13123031,1,2,2,1,1,1,5,1,1,1,1,1,1,2,1,4,3,3,2,1,5,5,4,4,2,53,9,3
13123038,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,4,4,4,2,1,1,1,4,4,2,57,8,4
13123039,3,3,3,3,3,1,4,3,4,3,2,3,3,3,1,4,4,4,2,3,4,4,4,4,1,28,9,2
13123044,3,1,1,2,3,3,4,3,3,3,3,4,3,3,3,4,4,4,2,2,3,4,4,4,2,74,9,3
13123053,4,2,2,2,2,2,4,2,3,3,2,3,3,2,1,5,5,5,2,5,4,5,5,5,1,36,9,6
13123056,2,2,2,1,3,1,5,3,3,1,1,3,1,1,1,4,4,4,2,1,2,3,4,4,2,73,9,3
13123057,2,2,2,1,2,1,4,3,1,1,1,1,1,1,1,4,4,4,2,1,2,4,4,4,2,42,8,3
13123059,1,2,2,1,2,2,5,2,2,4,2,1,3,1,1,4,4,4,2,4,4,5,5,4,1,68,9,4
13123064,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,4,4,4,2,3,4,4,5,4,2,29,9,6
13123066,2,2,2,1,2,2,2,4,2,2,2,2,1,1,1,5,5,5,2,5,4,5,5,3,2,24,8,3
13123073,1,2,2,1,1,1,5,2,2,3,1,1,1,1,1,2,2,2,1,3,3,5,4,4,2,54,5,2
13123075,2,2,2,1,1,2,4,4,2,4,2,2,2,,2,4,4,4,1,3,3,5,5,4,2,21,7,2
13123078,2,2,2,1,1,1,3,1,1,3,1,1,3,3,1,3,3,3,1,4,5,5,4,4,2,50,10,3
13124011,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,3,2,1,2,1,3,5,5,5,2,55,3,4
13124013,3,1,1,2,2,2,1,,1,1,1,3,1,1,1,1,1,1,1,1,1,5,5,5,1,40,2,1
13124014,,2,2,1,1,1,4,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1,5,1,1,42,4,2
13124015,4,2,2,1,3,1,5,4,1,1,1,3,1,3,1,2,1,1,2,3,3,3,5,4,2,66,3,1
13124022,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,5,5,1,1,1,1,3,4,5,2,32,2,1
13124025,2,2,2,1,3,1,3,1,3,1,1,1,1,1,1,2,3,3,2,1,1,3,4,5,2,62,4,2
13124026,,2,2,1,2,1,4,,3,3,3,3,,,,,,3,2,1,1,3,5,4,2,31,5,2
13124027,4,2,2,2,3,2,4,,4,3,4,5,3,2,2,3,4,2,2,2,1,4,4,5,2,50,2,2
13124031,1,2,1,1,2,1,3,1,1,3,1,3,1,1,1,3,4,1,2,2,3,4,5,4,2,40,3,3
13124033,3,2,2,1,4,3,5,4,3,3,3,4,3,3,3,4,4,3,2,1,1,4,4,4,2,30,4,2
13124035,1,2,2,1,1,1,4,3,1,3,1,2,1,1,1,3,2,3,1,3,3,4,5,4,2,54,5,1
13124037,5,2,2,2,3,2,3,,3,3,,3,1,1,3,3,3,,1,1,3,1,4,4,2,33,3,1
13124044,4,2,1,1,1,1,2,2,2,2,1,2,1,1,1,3,3,3,2,3,3,3,4,5,2,49,6,3
13124045,1,2,2,1,2,1,3,1,1,3,1,1,1,1,1,,3,3,2,1,2,3,5,5,1,63,3,3
13124046,1,2,3,2,1,1,3,1,1,3,1,4,1,1,1,3,4,2,1,1,1,1,5,3,1,28,5,1
13124047,4,2,2,3,1,1,3,,1,,3,3,1,1,3,2,2,,1,1,1,3,5,4,2,46,3,2
13124054,2,2,2,1,3,1,1,4,1,1,1,4,1,3,1,4,4,3,2,3,1,3,5,4,2,44,7,3
13124055,3,1,1,1,3,2,3,1,1,2,2,3,1,1,2,4,,4,1,1,1,1,4,4,2,22,8,3
13124057,1,2,2,1,2,1,3,2,1,3,2,1,1,1,1,2,,2,1,1,1,2,5,5,2,39,5,3
13124062,2,2,2,1,2,1,4,1,2,4,2,1,3,2,1,5,3,3,2,1,1,3,4,5,1,42,10,4
13124064,1,1,1,3,1,1,1,3,2,3,1,1,1,2,2,4,4,4,1,1,3,4,4,3,1,60,9,3
13124066,2,2,2,1,2,1,2,2,2,3,2,1,2,2,2,3,4,1,2,1,3,4,5,4,2,48,7,4
13124071,1,2,2,1,2,1,4,4,1,3,1,4,1,1,1,1,3,1,1,1,1,5,5,5,1,44,3,1
13124072,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,2,3,1,2,3,2,5,5,5,1,31,5,2
13124073,2,2,2,2,1,1,4,,4,,,3,1,1,1,1,1,1,1,1,1,1,4,5,2,25,4,1
13124074,1,2,2,1,1,1,3,4,2,1,1,1,1,1,1,5,5,2,1,1,1,5,4,5,2,42,4,2
13124075,4,2,2,2,3,2,3,3,3,3,2,2,1,1,1,2,2,2,1,1,1,3,4,4,2,19,4,1
13124076,3,2,2,1,3,3,1,1,1,1,1,1,3,2,2,,,1,2,4,3,4,4,3,2,25,5,1
13125012,2,3,2,1,1,2,2,1,2,2,2,2,2,3,2,1,1,1,1,1,3,4,4,5,1,28,6,1
13125016,1,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,5,3,1,1,3,4,5,5,1,39,4,1
13125017,4,2,1,1,3,1,5,3,3,3,2,5,,5,,1,3,3,1,2,4,4,4,2,2,24,8,1
13125021,3,2,2,2,3,1,3,1,1,1,3,1,1,1,1,3,1,1,2,2,3,2,4,5,2,48,2,3
13125022,2,2,2,1,1,2,4,2,2,4,2,2,2,2,2,2,2,1,2,1,1,4,4,5,1,22,6,2
